caseNum,incidentNotes,year,yearMonth,yearMonthDay,dateNotes,state,place,county,latDecimal,lonDecimal,latDegrees,latMinutes,latSeconds,lonDegrees,lonMinutes,lonSeconds,locationNotes,crowdType,crowdSize,open,authorities,lethality,C-W_Index,G-D_Index,Notes_C-W_G-D
243,,1855,1855/11,1855/11/12,,California,Elizabethtown,Plumas,39.9571139,-120.9563435,,,,,,,Qunicy in GNIS,Spontaneous Assembly,Community en masse,Open,,Not Lethal,,,
244,,1855,1855/11,1855/11/22,,California,Sonora,Tuolumne,37.9840911,-120.3821381,,,,,,,,Individual Retribution,,Open,,Lethal,,,
245,,1855,1855/11,1855/11/20,,California,Union City,Alameda,37.5958333,-122.0191667,,,,,,,Gudde CPN 407,Spontaneous Assembly,Community en masse,Open,Suspect seized from Jail,Lethal,,"G-D 120 and 121, dated12/0/55? 3 others (2 Mexicans and Steven Jacques) escaped",
246,,1855,1855/12,1855/12/24,,California,Snellings,Merced,37.5191028,-120.4374151,,,,,,,"Gudde CPN, 367; aka Snelling's",Spontaneous Assembly,Community en masse,Open,Suspect escaped from jail; officers opposed proceedings; restrained by crowd,Lethal,C-W 59,G-D 122,
248,,1855,1855/12,1855/12/06,,California,Stockton,San Joaquin,37.9595012,-121.2927574,,,,,,,"using coordinates for intersection of Center and Park Street; ""the opposite side of the San Joaquin river, near Slocum's Ferry;"" ""about a mile above Slocum's Ferry""",Spontaneous Assembly,,Secrret,,Lethal,,,
249,,1855,1855/12,1855/12/20,,California,San Juan Bautista,Monterey,36.8455963,-121.5382382,,,,,,,San Benito Co? Gudde CPN 338; Monterey County (San Benito Co. not formed until 1874),Spontaneous Assembly,Community en masse,Open,Suspect an escapee,Not Lethal,,,
250,,1856,1856/02,1856/02/00,,California,San Isidro,Santa Clara,36.9996702,-121.5263287,,,,,,,"Using coordinates for ""Old Gilroy,"" aka San Isidro; reports are from Monterey. The fact that it's from the Monterey Sentinel leads me to believe it's Monterey or Santa Clara County",,,Open,,Lethal,,G-D 123,
251,,1856,1856/03,1856/03/16,,California,Coulterville,Mariposa,37.7110415,-120.1974103,,,,,,,,People's Court,Community en masse,Open,,Lethal,,G-D 124,
253,,1856,1856/05,1856/05/11,,California,Monterey,Monterey,36.6012792,-121.88294420,,,,,,,,Spontaneous Assembly,,Open,Suspect seized from Jail,Lethal,,,
254,"check whether there are more than one article in this issue; article suggests that there was a planned execution for the next day at 12, but that members of the Vigilance Committee executed Cora and Casey prematurely; fewer people were present at the lynching than were expected because most were at King's funeral procession, which was going on at the same time",1856,1856/05,1856/05/22,,California,San Francisco,San Francisco,37.794612,-122.39667,,,,,,,Coordinates for intersection of Geary and Market; 39 Sacramento Street,Formal Vigilance Committee,"""few were present""",Open,Suspect seized from jail; officers acquiesced to proceedings,Lethal,,G-D 127,
256,,1856,1856/06,1856/06/23,,California,Mill Creek,Modoc,41.8932233,-120.1838401,,,,,,,"Changed location to Mill Creek, Modoc County; Murder is in Deep Creek; lynching is in Mill Creek; locations in Sunrise Valley region",People's Court,about 50,Open,Suspect seized from Jail,Lethal,,,
257,"Only article I looked at was one that preceded the possible lynching, but Old Notes suggests there are more sources.",1856,1856/07,1856/07/29,,California,San Francisco,San Francisco,37.7935535,-122.40002,,,,,,,Committee Rooms Location set  near intersection of Battery and California,Formal Vigilance Committee,,Secrret,Officers acquiesced to proceedings,Hanged,,G-D 129 date as 7/29/56,
258,Articles include contradictory letters from witnesses; each argues about the nature of the lynching--particularly whether the Vigilance Com. of San Francisco was involved.,1856,1856/08,1856/08/22,,California,Timbuctoo,Yuba,39.2168373,-121.3185709,,,,,,,Gudde CPN 394; CGC 349,Formal Vigilance Committee,Community en masse,Open,,Not Lethal,,,
260,,1856,1856/09,1856/09/26,,California,Angel's Camp,Calaveras,38.0682554,-120.5396457,,,,,,,"""a short distance from town""",Spontaneous Assembly,,Open,Suspect seized from examination before Justice of the Peace,Lethal,C-W 29 has date 2-1-53. ,G-D 67? Has date as 2-1-53; Correctly this is G-D 130.,
261,,1856,1856/09,1856/09/00,,California,Knight's Ferry,Stanislaus,37.81944444,-120.6708333,37,49,10,120,40,15,Using coordinates from Durham p 790,People's Court,,Open,,Not Lethal,,,
262,"date 10-27-56? Yes, seized on Sunday 10-26, held overnight, released on 10-27 and then lynched by mob",1856,1856/10,1856/10/27,,California,Watsonville,Santa Cruz,36.9151584,-121.7512298,,,,,,,"report written from Pajaro, Santa Cruz County","""excited mob""",,Open,"Held in jail overnight; no charges brought against him, released; ""As soon as this became known, a crowd led on by those who had first made the arrest, seized upon him and were arranging again for his trial, when he broke away from his captors and ran."" Citizens shot at suspect without hitting him; chased after and caught him before hanging him.",Lethal,C-W 63 C-W 108  They have both 1856 and 1872 dates. See also C-W 64, G-D 187 check against this.,
264,Compare to case 356--same place and victim 18 years apart!,1856,1856/06,1856/06/04,,California,Happy Camp,Del Norte,41.7931797,-123.3794996,,,,,,,"On the former grounds of H. Gasquet's shop, Camp & Co.;

Happy camp location became part of Siskiyou County 1888; see 
http://historyandhappenings.squarespace.com/del-norte-county/
; gallows constructed at the scene of the crime",Inhabitatns crried out investigation ,"""perhaps seventy""",Open,,Both,,G-D 131,
265,,1856,1856/10,1856/10/00,,California,Calaveras,Calaveras,38.1968631,-120.6804872,,,,,,,Narrow down; using Calaveras County Historical Museum (in San Andreas),People's Court,,Open,Officer abetted proceedings,Lethal,,,"ONLY SOURCE IS BANCROFT:
Apochryphal?"
266,Calaveras Diggings not Yuba river,1856,1856/10,1856/10/00,,California,"Yuba River, Middle Fork",Calaveras,,,,,,,,,County?,People's Court,,Open,,Not Lethal,,,"Calaveras Diggings not Yuba river ONLY SOURCE IS BANCROFT;
seems apochryphal"
267,,1857,1857/01,1857/01/29,,California,San Gabriel,Los Angeles,34.0948334,-118.0990757,,,,,,,,People's Court,,Open,,Lethal,C-W 65,,
268,"Not Yuba river North fork
Check location in AC and 
Check names in HHB",1857,1857/01,1857/01/29,,California,Mission San Gabriel,Los Angeles,34.0972312,-118.1078472,,,,,,,,People's Court,Community en masse,Open,Officers acquiesced to proceedings,Lethal,"C-W 65
C-W 67",,
269,,1857,1857/02,1857/02/03,,California,Santiago Canyon ,Orange,33.763199,-117.733936,33,45,47,117,44,0,Coordinates from David Raetz of the Irvine Conservancy; email 12-28-2017,Summary Lynching,,Open,,Lethal,C-W 65,,
270,,1857,1857/02,1857/02/02,,California,Mission San Buenaventura,Ventura,34.4208305,-119.6981901,,,,,,,,Summary Lynching,,Open,,Lethal,C-W 70 and   or C-W 69,G-D 137or G-D 138,
271,,1857,1857/02,1857/02/04,,California,Ventura,Ventura,34.2675291,-119.2544461,,,,,,,,Summary lynching,,Open,,Lethal,C-W 71 lists 2 or 3 Mexican suspects, G-D 139?  lists 2 or 3 Mexican suspects,
272,,1857,1857/02,1857/02/07,,California,Los Nietos,Los Angales,33.5008969,-117.6543984,,,,,,, West Whittier,Summary execution,,,,Lethal,C-W 71 lists 2 or 3 Mexican suspects, G-D 139?  lists 2 or 3 Mexican suspects,
273,,1857,1857/02,1857/02/14,,California,Los Angeles,Los Angeles,34.0726866,-118.2130443,,,,,,,Fort Hill,Lynch Court,Community en masse,Open,,Lethal,C-W 72 ,G-D 140,
274,,1857,1857/02,1857/02/16,,California,Monterey,Monterey,36.6012792,-121.88294420,,,,,,,,Spontaneous Assembly,1-10,Open,Suspect seized from Jail,Lethal,C-W 73,G-D 145,
276,,1857,1857/03,1857/03/23,,California,Hay Fork,Trinity,40.5543106,-123.1830839,,,,,,,Hay Fork of Trinity River,Spontaneous Assembly,,Open,,Lethal,,,
277,,1857,1857/03,1857/03/27,,California,Firebaugh's Ferry,Fresno,36.85833333,-120.4541667,36,51,30,120,27,15,San Joaquin River. Durham p1035,Spontaneous Assembly,,Open,,Lethal,,,
278,"MDH article notes that ""the present law indirectly upholds the murder and robbery of Chinamen and all other persons, other than white."" Also notes suspects always committed crimes against Chinese in a way that no whites were witness, so they couldn't get in legal trouble for it without credible witnesses.",1857,1857/04,1857/04/01,,California,Bangor,Butte,39.3885002,-121.4052424,,,,,,,,Spontaneous Assembly,Community en masse,Open,Suspect seized from Jail,Both,,G-D 141 says 3 suspects,
279,,1857,1857/04,1857/04/20,,California,Smith's Flat,El Dorado,38.7346252,-120.755211,,,,,,,,People's Court,Community en masse,Open,,Not Lethal,,,
280,Happened shortly after midnight at the end of May 15.,1857,1857/05,1857/05/16,,California,Watsonville,Santa Cruz,36.9151584,-121.7512298,,,,,,,"Hung ""on a sign that extended across an alley"" near jail. Was Watsonville part of Monterey Co. at the time? Authorities planned to bring suspect to Monterey for trial.","""a party of men""",,Open,Suspect seized from Jail,Lethal,,,
282,Lynch mob composed of relatives/tribe members of Alexandro.,1857,1857/06,1857/06/01,,California,Bodega,Sonoma,38.345194,-122.9738878,,,,,,,"Held and executed at a warehouse ""overlooking a precipice of some twenty feet, from which there is a spout to a wharf on the beach, for the purpose of shipping produce""",Spontaneous Assembly,Small group,Secrret,Suspect seized from ad hoc Jail,Lethal,,,
283,,1857,1857/06,1857/06/16,,California,Calaveras River,Tuolumne,38.009091,-121.249674,,,,,,,"Changed location to estimated place on Calaveras River east of Stockton; better estimate should be possible; Hoskins's house was ""upon the Calaveras, about four miles from Stockton"" Now located about 4 miles east of Stockton on Calaveras per Google Maps",Spontaneous Assembly,30,Open,"Suspect taken prisoner at his house. ""A number [of lynchmob] were in favor of executing the wretch on the spot, while others gave more temperate counsels to deliver him over to the proper officers. This caused delay, during which time he was placed in custody of a watch, from whose care he managed to make his escape.""",Not Lethal,,,
284,,1857,1857/09,1857/09/08,,California,Salt Point,Sonoma,38.5663021,-123.3327865,,,,,,,In the vicinity of Fort Ross,Spontaneous Assembly,Community en masse,Open,,Lethal,,,
285,,1857,1857/09,1857/09/21,,California,Folsom,Sacramento,38.6750494,-121.1476057,,,,,,,"""taken out of his place of confinement""",Vigilance Committee,,Open,tried before a Justice after being lashed,Not Lethal,,,
286,,1857,1857/10,1857/10/05,,California,Live Oak Flat,Butte,39.5137752,-121.556359,,,,,,,"""taken from a drift in Live Oak Flat""
Using coordinates for Oroville. Check Durham; near Oroville; see http://www.buttecountychinese.net/osd_miningclaims.html. Check also with co histo society",Spontaneous Assembly,,Open,,Not Lethal,,,further on coordinates
287,,1857,1857/10,1857/10/04,,California,Mokelumne Hill,Calaveras,38.3004709,-120.7063219,,,,,,,"""about half a mile from Campo Seco,"" on the road toward Mokelumne Hill",Organized Group; had been lying in wait,3,Secret,"""Lorenz had been previously arrested on suspicion of having taken Hopkins' money, but was discharged witout an examination, there being no testimony against him.""",Not Lethal,,,Multiple punishments
288,,1857,1857/10,1857/10/00,,California,Vaca Valley,Solano,38.3751879,-122.0008006,,,,,,,"on Puta [or Putah] Creek; taken from Wolfskill's down the road toward the judge (in Contra Costa?) before they left the road ""at a desert place"" ""and started toward a place in the mountain where there is a thick wood.""",Spontaneous Assembly,Between 4 and 20 at diff. times,Open,on their way to a judge,Not Lethal,,,Multiple punishments
289,,1857,1857/12,1857/12/25,,California,Milquetay Valley,San Diego,32.6064494,-116.4689053,,,,,,,"Robert Barr Smith, Tough Towns: True Tales from the Gritty Streets of the Old West, p. 26, states that Milquetay was renamed Campo (using GNIS for Campo, SD County); near Steel's ranch; ""taken across the Lower California line to be shot.""",Vigilance Committee,,Open,,Lethal,,,
290,,1858,1858/01,1858/01/08,,California,Marysville,Yuba,39.1517792,-121.5834912,,,,,,,,Formal Vigilance Committee,10-100,Open,Officer abetted proceedings,Not Lethal,,,HHB only
291,"Eventually, authorities take into custody Steppfield, Squire Kendall, and a man called Big Bob. Kendall confessed and showed where money had been stashed.",1857,1857/02,1857/02/01,Check day of incident,California,Fiddletown,Amador,38.5037966,-120.7554891,,,,,,,,Spontaneous Assembly,,Open,"It seems the man who actually committed the robbery, Squire Kendall, was a Justice of the Peace of Fiddletown township",Not Lethal,,,"Multiple punishments;
CHECK DATE"
292,,1858,1858/02,1858/02/12,,California,Monterey,Monterey,36.6012792,-121.88294420,,,,,,,,Formal Vigilance Committee,,Open,"Officer abetted proceedings

Suspect had been convicted; granted pardon of stay of execution; stay of execution had been given by Gov. Weller, but it was erroneously given for Anastasia Jesus. Sheriff De Gro deliberated before the Court directed Jose Anastasia to be hung.  Sheriff refused to carry out the order, so Deputy Sheriff did it.",Lethal,C-W 74,,"Governer had ordered a sotp to execution, although with wrong name. Sheriff went ahead with execution"
293,,1858,1858/02,1858/02/19,,California,Auburn,Placer,38.8968431,-121.0760567,,,,,,,Using GNIS Old Auburn Historic District,Spontaneous Assembly,Over 100 men at first; many more arrived shortly thereafter,Open,"Sheriff tried to protect suspect, begged for citizens to respect the law, but was overpowered",Lethal,,G-D 144,
294,San Diego Herald in favor of the lynching,1858,1858/02,1858/02/20,,California,San Felipe,San Diego,33.1992068,-116.5986298,,,,,,,,Small organized group,,,"The men who were engaged in the hanging were arrainged but discharged because lack of evidence ""that they had committed any offence against the public peace!"" Squire Maxey sentenced the Chief, Francisco, to 50 lashes for lending a horse to the thieves.",Both,,,
295,"Passing reference made to whipping death for cattle theft. ""One fellow whom they whipped, out near San Ysabel, the other day, got so mad about it that he just walked off about a hundred yards and laid down and died!"" Few details. San Diego Herald recommends hanging as a more ""delectable and efficacious remedy"" than mere whipping.",1858,1858/03,1858/03/30,,California,Santa Ysabel,San Diego,33.1092099,-116.6730763,,,,,,,,Spontaneous Assembly,,Open,,Not Lethal,,,
296,same person LA Star 7-30-59 p 2?,1858,1858/04,1858/04/26,Check day of incident,California,El Monte,Los Angeles,34.0739197,-118.029072,,,,,,,,Individual Retribution,5,Secret,Handed over to the authorities after being tortured,Not Lethal,,,"Added report, recheck"
298,,1858,1858/05,1858/05/13,Check day of incident,California,Santa Cruz,Santa Cruz,36.973381,-122.0355319,,,,,,,,Spontaneous Assembly,,Open,,Lethal,,G-D 146,
299,is latter art in LA Star about a different incident?,1858,1858/05,1858/05/28,,California,La Grange,Stanislaus,37.6616708,-120.4612046,,,,,,,Using lagrange po stanislaus co; hanging took place 30 yards from the jail,Spontaneous Assembly,61,Secrret,"Suspect take from jail after mob locked up the sheriff; inquest held, determining that hanging was committed by person unknown to the jury",Lethal,,,"is latter art in LA Star about a different incident? [seems like it might be, though it is connected to Frank Lane's murder]"
300,,1858,1858/06,1858/06/06,,Utah Terr.,Honey Lake Valley,Plumas,40.1290677,-120.3182682,,,,,,,"AC 6-21 states Plumas County, but no Honney Lake valley there Durham; Keep checkingmany choices GNIs; using Honey Lake mine; report from Placerville, reference to residents of Genoa. Seems to have taken place in Nevada; ""crime was committed on Utah soil""",People's Court,,Open,,Lethal,,,"DELETE? may HAVE OCCURRED IN NEVADA (RATHER, UTAH TERR.) REPORT, HOWEVER, SAYS PLUMAS COUNTY; Check Taylor's notes"
301,,1858,1858/07,1858/07/28,,California,Visalia,Tulare,36.3270975,-119.3265231,,,,,,,"taken from sheriff to ""neighbouring grove""",Individual retribution,4 or 5 men; including Wm. Gouverneur Morris,Secret,Deputy taken from custody of Sheriff's guard,Not Lethal,,,Multiple punishments
302,,1857,1857/06,1857/06/00,,California,Diamondville,Butte,39.75972222,-121.675,39,45,35,121,40,30,"Durham, p. 225",Meeting f the miners,,Open,,Not Lethal,,,Multiple punishments
303,,1857,1857/10,1857/10/18,,California,Cooks Bar,Sacramento,38.4985333,-121.0516787,,,,,,,"Gudde CGC 81; South side of Cosumnes river, west of Michigan bar; near Katesville; two miles below michigan bar; here coords estimated downstream from Michigan Bar",Avenged by the citizens,,Open,,Lethal,,G-D 153 has it as Cook's Bar,
304,,1858,1858/11,1858/11/30,,California,Los Angeles,Los Angeles,34.0726866,-118.2130443,,,,,,,,Spontaneous Assembly,100-1000,Secrret,Suspect seized from Jail,Lethal,C-W 81 has incident in Sta Barbara, G-D 154? ,
305,,1858,1858/12,1858/12/02,,California,Columbia,Tuolumne,38.0352009,-120.4007505,,,,,,,,Spontaneous Assembly,Community en masse,Open,Suspect escaped from jail; officers opposed proceedings; restrained by crowd,Both,,,
306,"""On Tuesday night, 23d August, some persons went to the house of Senor Badillo,… and after seizing upon the father, and his son aged about seventeen years, took them to a tree about twenty yards from the house, and hung them."" A body of 50 or 60 ""native Californian,"" upon learning the news the next morning, set out to find the lynchers. ""Suspicion fastened upon an American named Nidiver, and his two sons, who were immediately captured."" George, one of the sons, was shot, while the father and other son were imprisoned. This ""created a great excitement among the American population of S.B., and they immediately turned out in numbers to guard the jail, as it was feared that the remaining Nidivers would be taken out during the night and hung or shot.""

9-9 gives more details about nature of accusations against Badillo and son, as well as about killing of George Nidever and trial of his brother and father (John and Ebenezer), and trial of those who killed George. This is a complicated case and involves both hispanic Californian and Anglo American suspects and victims in two retaliatory incidents of lynching.

9-19 adds: John and Ebenezer Nidever, --- McKeon and --- Coates, were liberated by the Grand Jury, ""having reported 'no bill.'"" Jury were split about accuseds' involvement in lynching of Badillo. ""The Mayor of the town had resigned his office... The Gazette urges that a 'Council of Safety' be formed. The feeling between the Americans and native Californians continues very bitter.""",1859,1859/08,1859/08/23,,California,Carpenteria,Santa Barbara,34.4208305,-119.6981901,,,,,,,15 miles from Santa Barbara; hanged in front yard of their house,Number of men,,Secret,several men arrested on suspicion of carrying out the lynching,Lethal,,,
308,,1860,1860/06,1860/06/12,,California,Knight's Ferry,Stanislaus,37.8196499,-120.6721494,,,,,,,Suspect seized and hung while trying to escape Knight's Ferry,People's Court,Community en masse,Open,,Lethal,,,
309,,1860,1860/09,1860/09/07,,California,Altaville,Calaveras,38.08333333,-120.55833333,38,5,,120,33,30,"citizens of Angel's Camp, Altaville, and neighboring camps camp together to make resolution against suspects",People's Court,100,Open,Suspects have served time in jail previously; no authorities involved this time,Not Lethal,,,Check location
310,Suspect hanged for 1854 murder,1861,1861/03,1861/03/05,,California,Dog Creek,Shasta,40.9384828,-122.41862410,,,,,,,Not clear…,People's Court,,Secret,,Lethal,,,
311,LA Star 5/4/61 p2c3,1861,1861/04,1861/04/28,,California,Mission San Gabriel,Los Angeles,34.09723120,-118.10784720,,,,,,,"Using San Gabrield  mission coordinates; ""at the old mission""",The people,,open,,Lethal,,,
312,Hanged in jailyard doorway,1861,1861/09,1861/09/12,,California,San Luis Obispo,San Luis Obispo,35.2670731,-120.6689034,,,,,,,Hanged in jail yard doorway,Force of Americans,,Secret,taken from jail,Lethal,C-W 84,,
313,,1861,1861/10,1861/10/17,,California,Los Angeles,Los Angeles,34.0726866,-118.2130443,,,,,,,Hanged on alameda Street,German population,,,"Taken from jail; Sheriff defended suspect ""bravely""",Lethal,,,
314,,1861,1861/11,1861/11/16,,California,Prairie City,Sacramento,38.6421267,-121.1557799,,,,,,,2 miles south of Folsom,Mob; the entire neighborhood was aroused,The miners,Secret,Coroner's inquest: hanged by persons unknown,Lethal,,,"Multiple punishments
New Report"
315,"the thieves ""were on their way to the upper country with stock… [and] they had been overtaken on the road by the owners of the cattle, and immediately executed.""",1862,1862/03,1862/03/24,,California,Lake Elizabeth,Los Angeles,34.6589924,-118.3783931,,,,,,,On the road between Lake Elizabeth and Fort Tejon. Allajo hung at Eliz Lake; the three or four others were hung in the vicinity of Four Creeks,Spontaneous Assembly,Small group of stock owners,Open,Officers opposed proceedings;  restrained by crowd,Lethal,,,different locations
316,,1863,1863/05,1863/05/06,,California,Vallejo,Solano,38.1079448,-122.2643158,,,,,,,"Suspect held and executed at ""Wilson's.""",Spontaneous Assembly,"60 men, ""with faces blackened and masked, armed with pistols and knives""",Secret,Taken from custody; Sheriff resisted,Lethal,,,
317,one article suggests the Indians' tribemates are rallying the troops to take vengeance,1863,1863/06,1863/06/08,,California,Helltown,Butte,39.8115503,-121.6596972,,,,,,,"""found suspended to a hydraulic flume""",The Citizens,,,captured and held as prisoners for two or three days,Lethal,,,
318,suspected murder of the Spaniard happened over a month before the lynching,1863,1863/08,1863/08/25,Murder took place in late June 1863,California,Gilroy,Santa Clara,37.0046727,-121.5842487,,,,,,,Using coordinates for San Jose West; check coordinates for all Sta Clara,Mob,,Secret,,Lethal,,,
319,,1863,1863/11,1863/11/21,,California,Los Angeles,Los Angeles,34.053789,-118.242959,,,,,,,Hanged in corridor in front of the jail; coordinates calculated from Gonzalez-Day Notes,Vigilance Committee,300,Open,Opposed by sheriff and jailor but overpowered,Lethal,,,
320,,1863,1863/11,1863/11/25,,California,Alvarado,Alameda,37.5966299,-122.07791660,,,,,,,"aka New Haven gudde, CPN 11; using alvarado Post Office; hung at Alvarado Bridge",Spontaneous Assembly,"""Citizens""",Open,Seized from his guard after preliminary hearing,Lethal,,,
321,,1863,1863/12,1863/12/09,,California,LA Harbor,Los Angeles,33.7097418,-118.2675707,,,,,,,The lynching took place in LA harbor; Ceredel en route to San Quentin,LA VC,,Open,"Seized from custody on ship leaving LA Harbor to take him to San Quentin; hanged from yard arm and thrown overboard

Had been convicted of attempted murder of Marshall Trafford; after conviction confessed to particpating in murder of John Rains in Chino and named his confederates in the latter.",Lethal,,,
322,,1863,1863/12,1863/12/17,,California,Los Angeles,Los Angeles,34.0726866,-118.2130443,,,,,,,"Seized in Santa Barbara week after crime; convicted of murder in LA. ; Seized on road from Santa Barbara to San Luis Obispo a week after crime; convicted of murder in LA.; hung in the lumber yard of Major Banning on ""the cross piece of the large door-frame of the yard""",LA VC,some articles report a disorganized mob,Open,Seized from courtroom after convicted of murder,Lethal,,,
323,,1864,1864/01,1864/01/06,,California,Monterey,Monterey,36.6012792,-121.88294420,,,,,,,,Vigilance Committee,"factions of American and Californian -- Ams. wanted to execute, Cals. didn't -- Ams. overruled Cals. after a fight between the two groups",Open,"examined before a Justice's Court; crowd assembled and stores were closed; suspect hung ""a few hours after the excitement subsided""",Lethal,,,"See SDU 2-3-64, names Orosco as murderer hanged"
324,Half of the articles mention the lynching of an American in addition to the 3 Indians but give no details,1864,1864/01,1864/01/18,,California,Millerton,Madera,36.9838387,-119.6415301,,,,,,,"Using millerton school fresno county. RECHECK LOCATION: For county information, see [https://en.wikipedia.org/wiki/Millerton,_Madera_County,_California]. Millerton was the county seat at the time.",Spontaneous Assembly,"first by ""some unknown Americans;"" second ""by some persons unknown""",Open,County judge tried to stop the lynching,Lethal,,,"Two (possibly three) separate lynchings -- one happened near Mr. Jones's store at Converse's Ferry, the other ""about one mile from town."" 
RECHECK LOCATION"
325,,1864,1864/01,1864/01/21,,California,Fresno River,Madera,37.3618873,-119.6326488,,,,,,,"Many choices…narrow down? Hung ""on the Fresno River."" Probably near Millerton because this lynching seems to be associated with no. 324 lynchings of Indians in Madera County",Citizens,about 40 citizens,Open,,Lethal,,,Seems related to Case 324; Recheck both
326,"First article also mentions public whipping of two boys, 12-13 yrs old, by their fathers for having ""hamstrung an ox."" Second article notes that the Lopez's father was ""sentenced to death and hung, some years since, in this country.""",1864,1864/02,1864/02/06,,California,Natividad,Monterey,36.6012792,-121.88294420,,,,,,,,Vigilance Committee; people's court,,Open,Prisoners taken forcibly from Justice Wooley,Both,,,multiple punishments
327,"SDU and AC different versions; led to tit-for-tat violence between Mexican community and white American community in region. Mexicans attacked a camp party and killed a man from Four Creeks; also shot McAmicks, the leader of the community group that lynched suspect; also shot a young man named Stockton; suspect apparently had sympathetic American neighbors; citizens of Snellings ""feeling deeply for the widow of the man hung by McAmicks and his gang made up a purse of $250 and presented it to his widow.""",1864,1864/09,1864/09/20,,California,Snellings,Merced,37.5191028,-120.4374151,,,,,,,"GNIS ""Snelling""; lynching happened at suspect's house near Snellings -- ""there being a camp meeting at Forlorn Hope, on the Merced, six miles below Snellings""",Organized community group,,Open,"took place after a camp meeting, where locals charged suspect with larceny",Lethal,C-W 95,,
328,,1865,1865/05,1865/05/19,,California,On road eight miles from Monterey towards Salinas,Monterey,36.6012792,-121.88294420,,,,,,,"suspect caught and hung on the road from Monterey to Salinas, ""about eight miles from here""; hung to a tree",Infantry detachment,"12 men, 2 official guides",Secret,"detachment of Company G, Sixth Infantry, stationed in Monterey; under command of Sergeant Ferguson and Constable Miller ""as guide""",Lethal,C-W 96,,
329,"Very short article. ""The quarrel [between suspect and victim] originated about a piece of rope, and the same piece of rope was used in stretching Barnhart's neck.""",1865,1865/07,1865/07/06,,California,Susanville,Lassen,40.4211461,-120.6572635,,,,,,,,Those traveling with them,,Open,,Lethal,,,
330,Crowd incensed at release; only testimony from a Chinese (inelgible to testify against a white),1865,1865/07,1865/07/11,Tuesday Last from 7/20 report,California,Quincy,Plumas,39.9368363,-120.9471764,,,,,,,,Large party of men,,Secret,,Lethal,,,Check for additional reports; sketchy
331,Two very short articles; not much detail,1866,1866/03,1866/03/17,,California,Watsonville,Santa Cruz,36.9151584,-121.7512298,,,,,,,Gilroy? near Visalia,Mob,,Open,,Lethal,,,
332,,1866,1866/11,1866/11/19,,California,Chipps Flat,Sierra,39.4598965,-120.8343894,,,,,,,"http://california.hometownlocator.com/maps/feature-map,ftc,2,fid,258339,n,chips%20flat.cfm",Spontaneous Assembly,100-1000,Open,Seized from court,Lethal,,,
333,,1867,1867/05,1867/05/20,,California,San Juan Bautista,Monterey,36.8455963,-121.5382382,,,,,,,"3 miles west of San Juan Bautista on road to Monterey.
San Benito Co?","""a body of armed men, disguised as negroes""",small group,Secret,"Suspect had been taken to San Juan, where he was tried by Justice W. S. Johnson. Suspect waived exam and ""was accordingly ordered committed to Monterey jail to await his trial."" Suspect placed in custody of driver, ""there being no officer or other passenger on board"" and seized while on road to Monterey jail",Lethal,,,
334,,1867,1867/08,1867/08/04,,California,Boggs Ranch,Colusa,39.3754421,-122.0035857,,,,,,,"Changed location to Boggs Bend, to stand in for Boggs Ranch; check location further; see newspaper report; foothills of Colusa Co.; crime and execution both occurred at the victim's ranch house","""the citizens""",30 people,Open,Members of lynchmob took a vote as to what should be done with suspects; 10 voted to hand over to authorities and 20 to hang them,Lethal,C-W 98,,
335,,1867,1867/08,1867/08/21,,California,San Juan Bautista,Monterey,36.8455963,-121.5382382,,,,,,,San Benito Co?,examined in accordance with Chief Justice Lynch,Large company of mounted citizens,Open,,Lethal,,,
336,,1868,1868/04,1868/04/04,,California,Greenville,Plumas,40.1396126,-120.9510675,,,,,,,,Spontaneous Assembly,1-10,Secret,seized from guard,Lethal,,,
337,,1868,1868/05,1868/05/29,,California,Guajome,San Diego,33.2422574,-117.2705915,,,,,,,"murder happened at Smith's house ""in the mountains""",Spontaneous Assembly,friends of victim,Open,Authorities took down suspect from tree after hanging for 36 hours,Lethal,,,
339,,1868,1868/07,1868/07/00,,California,Fresno,Fresno,36.7211053,-119.79314800,,,,,,,"""taken out from [suspect's] place, about four miles from the People's Mill, in Fresno County,… and hung""",Organized party,"""party of men, who were disguised, by having their faces blacked""",Secret,"suspect wounded in attempting to resisist Deputy Provost Marshal ""while in the discharge of his duties as enrolling officer"" during previous incident in 1863",Lethal,,,
341,"Halfway through article, author confuses name of victim ""Cordova"" with name of Lucas's partner, ""Castillo."" Author refers to prisoner ""Cordova"" erroneously.",1869,1869/03,1869/03/28,,California,San Buenaventura,Ventura,34.2675291,-119.2544461,34,16,45,119,17,25,"Ventura? Otherwise see Gudde, 20;taken from jail and hung","""the citizens""",,open,"Justice Hobson assembled jury and held inquest, found Lucas guilty and facilitated inquest of Cordova; Lucas taken from jail",Lethal,C-W 99,,
342,Sheriff had pursued band of Mexican horse thieves; killed 3 and captured 1,1869,1869/08,1869/08/00,,California,Hornitos,Tuolumne,37.485377,-120.264997,,,,,,,"Prisoner seized ""a few miles this side [towards Snellings) of Lagrange"" on the road from Snelling to La Grange, hung on a tree on the side of the road. Coords estimated at 2+ miles west of La Grange on road to snelings using Google maps.",Organized group,4 masked men,Secret,"Seized from Deputy Sheriff of Merced County en route to jail; Deputy tried to ""parley"" with mob",Lethal,C-W 100,,
